# RV semi-amplitude K(P) for M1=0.4, M2=0.4 Msun, i=90 deg: P [d]  K [km/s]
5.6126 55.6128
5.7217 55.2570
5.83292 54.9035
5.94631 54.5523
6.0619 54.2034
6.17974 53.8566
6.29986 53.5121
6.42233 53.1698
6.54717 52.8297
6.67444 52.4917
6.80418 52.1559
6.93645 51.8223
7.07128 51.4908
7.20874 51.1614
7.34887 50.8341
7.49173 50.5090
7.63736 50.1859
7.78582 49.8648
7.93717 49.5458
8.09146 49.2289
8.24875 48.9140
8.40909 48.6011
8.57256 48.2902
8.7392 47.9813
8.90908 47.6743
9.08226 47.3694
9.25881 47.0664
9.43879 46.7653
9.62227 46.4661
9.80932 46.1689
10 45.8736
