# M1 + M2 = 1.4587 Msun (Chandrasekhar): M1 [Msun]  M2 [Msun]
0.0000 1.4587
0.0503 1.4084
0.1006 1.3581
0.1509 1.3078
0.2012 1.2575
0.2515 1.2072
0.3018 1.1569
0.3521 1.1066
0.4024 1.0563
0.4527 1.0060
0.5030 0.9557
0.5533 0.9054
0.6036 0.8551
0.6539 0.8048
0.7042 0.7545
0.7545 0.7042
0.8048 0.6539
0.8551 0.6036
0.9054 0.5533
0.9557 0.5030
1.0060 0.4527
1.0563 0.4024
1.1066 0.3521
1.1569 0.3018
1.2072 0.2515
1.2575 0.2012
1.3078 0.1509
1.3581 0.1006
1.4084 0.0503
1.4587 0.0000
